title_supplier,artist,title_norm,author_norm,title_ref,author,author_norm_supplier,author_norm_ref,provider,file
VERDADE,ZECA PAGODINHO,verdade,,VERDADE,T-302.003.913-4,zeca pagodinho,t-302.003.913-4,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
VERDADE,ZECA PAGODINHO,verdade,,VERDADE,T-302.003.913-4,zeca pagodinho,t-302.003.913-4,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AGUA NO FEIJAO,JORGINHO DO IMPERIO,agua no feijao,,ÁGUA NO FEIJÃO,T-309.246.239-6,jorginho do imperio,t-309.246.239-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AGUA NO FEIJAO,JORGINHO DO IMPERIO,agua no feijao,,ÁGUA NO FEIJÃO,T-309.246.239-6,jorginho do imperio,t-309.246.239-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
VAMOS FUGIR,GILBERTO GIL,vamos fugir,,VAMOS FUGIR,T-305.415.581-2,gilberto gil,t-305.415.581-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
VAMOS FUGIR,GILBERTO GIL,vamos fugir,,VAMOS FUGIR,T-305.415.581-2,gilberto gil,t-305.415.581-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ALINE,CHRISTOPHE,aline,,ALINE,T-307.003.482-7,christophe,t-307.003.482-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ESMERALDA,ROBERTO FAISSAL,esmeralda,,ESMERALDA,,roberto faissal,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ESMERALDA,ROBERTO FAISSAL,esmeralda,,ESMERALDA,,roberto faissal,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
NOBRE VAGABUNDO,"DANIELA MERCURY,SAMMY",nobre vagabundo,,NOBRE VAGABUNDO,T-300.975.560-2,"daniela mercury,sammy",t-300.975.560-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
FELICIDADE,CHICAS,felicidade,,FELICIDADE,,chicas,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BEM TE VI,"LEANDRO,LEONARDO",bem te vi,,BEM TE VI,T-315.798.949-2,"leandro,leonardo",t-315.798.949-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BEM TE VI,"LEANDRO,LEONARDO",bem te vi,,BEM TE VI,T-315.798.949-2,"leandro,leonardo",t-315.798.949-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
PATRICINHA,VINNY,patricinha,,PATRICINHA,T-303.761.711-7,vinny,t-303.761.711-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ONDE ESTA VOCE,ELENCO,onde esta voce,,ONDE ESTA VOCE,T-040.271.868-6,elenco,t-040.271.868-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ONDE ESTA VOCE,ELENCO,onde esta voce,,ONDE ESTA VOCE,T-040.271.868-6,elenco,t-040.271.868-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
COPACABANA,SALOME DA BAHIA,copacabana,,COPACABANA,,salome da bahia,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AMIGO,MARCIO LOMIRANDA,amigo,,AMIGO,,marcio lomiranda,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AMIGO,MARCIO LOMIRANDA,amigo,,AMIGO,,marcio lomiranda,nan,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AVE MARIA,INAIA,ave maria,,AVE MARIA,T-040.076.547-0,inaia,t-040.076.547-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AVE MARIA,INAIA,ave maria,,AVE MARIA,T-040.076.547-0,inaia,t-040.076.547-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AVE MARIA,INAIA,ave maria,,AVE MARIA,T-040.076.547-0,inaia,t-040.076.547-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
VERDADE,ALEXANDRE FARIA,verdade,,VERDADE,T-302.003.913-4,alexandre faria,t-302.003.913-4,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
VERDADE,ALEXANDRE FARIA,verdade,,VERDADE,T-302.003.913-4,alexandre faria,t-302.003.913-4,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AVE MARIA,INAIA,ave maria,,AVE MARIA,T-040.076.547-0,inaia,t-040.076.547-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AVE MARIA,INAIA,ave maria,,AVE MARIA,T-040.076.547-0,inaia,t-040.076.547-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
AVE MARIA,INAIA,ave maria,,AVE MARIA,T-040.076.547-0,inaia,t-040.076.547-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SUMMERTIME,JANIS JOPLIN,summertime,,SUMMERTIME,T-317.793.940-7,janis joplin,t-317.793.940-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SUMMERTIME,JANIS JOPLIN,summertime,,SUMMERTIME,T-317.793.940-7,janis joplin,t-317.793.940-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SUMMERTIME,JANIS JOPLIN,summertime,,SUMMERTIME,T-317.793.940-7,janis joplin,t-317.793.940-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SUMMERTIME,CHET BAKER,summertime,,SUMMERTIME,T-317.793.940-7,chet baker,t-317.793.940-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SUMMERTIME,CHET BAKER,summertime,,SUMMERTIME,T-317.793.940-7,chet baker,t-317.793.940-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
SUMMERTIME,CHET BAKER,summertime,,SUMMERTIME,T-317.793.940-7,chet baker,t-317.793.940-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MANTRA,NANDO REIS,mantra,,MANTRA,T-301.577.149-6,nando reis,t-301.577.149-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
MANTRA,NANDO REIS,mantra,,MANTRA,T-301.577.149-6,nando reis,t-301.577.149-6,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-039.479.823-2,"feyjao,natiruts",t-039.479.823-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-325.754.252-8,"feyjao,natiruts",t-325.754.252-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-307.418.982-1,"feyjao,natiruts",t-307.418.982-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-308.118.451-8,"feyjao,natiruts",t-308.118.451-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-308.505.756-9,"feyjao,natiruts",t-308.505.756-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-039.479.823-2,"feyjao,natiruts",t-039.479.823-2,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-325.754.252-8,"feyjao,natiruts",t-325.754.252-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-307.418.982-1,"feyjao,natiruts",t-307.418.982-1,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-308.118.451-8,"feyjao,natiruts",t-308.118.451-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
BOM DIA,"FEYJÃO,NATIRUTS",bom dia,,BOM DIA,T-308.505.756-9,"feyjao,natiruts",t-308.505.756-9,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
CONTRATO ASSINADO,,contrato assinado,,CONTRATO ASSINADO,T-039.235.528-0,nan,t-039.235.528-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
CONTRATO ASSINADO,,contrato assinado,,CONTRATO ASSINADO,T-303.766.096-7,nan,t-303.766.096-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
CONTRATO ASSINADO,,contrato assinado,,CONTRATO ASSINADO,T-039.235.528-0,nan,t-039.235.528-0,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
CONTRATO ASSINADO,,contrato assinado,,CONTRATO ASSINADO,T-303.766.096-7,nan,t-303.766.096-7,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
VAIDADE,,vaidade,,VAIDADE,T-042.615.529-4,nan,t-042.615.529-4,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
GRATIDAO,L7NNON,gratidao,,GRATIDÃO,T-305.217.523-8,l7nnon,t-305.217.523-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
GRATIDAO,L7NNON,gratidao,,GRATIDÃO,T-305.217.523-8,l7nnon,t-305.217.523-8,Globo Unificado nov dez2023,Globo Unificado nov dez2023.xlsx
ESPELHO,RONALD DJ / MC DAVI,espelho,,ESPELHO,T-931.652.333-8,ronald dj / mc davi,t-931.652.333-8,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
ESPELHO,RONALD DJ / MC DAVI,espelho,,ESPELHO,T-335.571.845-1,ronald dj / mc davi,t-335.571.845-1,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
BIPOLAR,RONALD DJ / MC DAVI,bipolar,,BIPOLAR,T-328.613.240-5,ronald dj / mc davi,t-328.613.240-5,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
VERMELHO ,CALOUROS,vermelho,,VERMELHO,T-313.315.106-7,calouros,t-313.315.106-7,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
LUA CHEIA,WANESSA CAMARGO,lua cheia,,LUA CHEIA,T-316.329.265-3,wanessa camargo,t-316.329.265-3,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
VAMOS FUGIR,THE WAILERS BAND,vamos fugir,,VAMOS FUGIR,T-305.415.581-2,the wailers band,t-305.415.581-2,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
FINAL DE SEMANA,SEU JORGE / PAPATINHO E BLACK ALIEN,final de semana,,FINAL DE SEMANA,T-303.016.328-7,seu jorge / papatinho e black alien,t-303.016.328-7,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
FELICIDADE,SEU JORGE / ALEXANDRE PIRES,felicidade,,FELICIDADE,,seu jorge / alexandre pires,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
COBRA,FAR FROM ALASKA,cobra,,COBRA,,far from alaska,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
FINAL FELIZ,MARCOS FELIPE,final feliz,,FINAL FELIZ,T-315.996.147-0,marcos felipe,t-315.996.147-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
FINAL FELIZ,MARCOS FELIPE,final feliz,,FINAL FELIZ,T-315.996.147-0,marcos felipe,t-315.996.147-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MORENA,A MELHOR BANDA DA NOITE,morena,,MORENA,,a melhor banda da noite,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MORENA,A MELHOR BANDA DA NOITE,morena,,MORENA,T-312.550.698-7,a melhor banda da noite,t-312.550.698-7,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
NOBRE VAGABUNDO,A MELHOR BANDA DA NOITE,nobre vagabundo,,NOBRE VAGABUNDO,T-300.975.560-2,a melhor banda da noite,t-300.975.560-2,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
GAME OVER,TEE LOPES,game over,,GAME OVER,,tee lopes,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
CALMA RESPIRA,FABIANA GODOY,calma respira,,CALMA RESPIRA,T-317.934.284-4,fabiana godoy,t-317.934.284-4,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
BRASILEIRO,CHICO SALLES,brasileiro,,BRASILEIRO,T-313.795.711-6,chico salles,t-313.795.711-6,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
SINAIS,LUAN SANTANA,sinais,,SINAIS,T-039.662.232-4,luan santana,t-039.662.232-4,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
SAMPA,FERNANDA PORTO                     ,sampa,,SAMPA,,fernanda porto,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
SAMPA,CAETANO VELOSO,sampa,,SAMPA,,caetano veloso,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
SAMPA,CAETANO VELOSO,sampa,,SAMPA,,caetano veloso,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
SAO PAULO,FERNANDA ABREU,sao paulo,,SÃO PAULO,,fernanda abreu,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
NOCAUTE,JORGE E MATEUS,nocaute,,NOCAUTE,T-317.794.059-5,jorge e mateus,t-317.794.059-5,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MONALISA,NAT KING COLE,monalisa,,MONALISA,,nat king cole,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
ACABOU,RICARDO CHAVES,acabou,,ACABOU,T-039.497.780-0,ricardo chaves,t-039.497.780-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
ESPELHO,MC HARIEL / DJ RONALD,espelho,,ESPELHO,T-931.652.333-8,mc hariel / dj ronald,t-931.652.333-8,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
ESPELHO,MC HARIEL / DJ RONALD,espelho,,ESPELHO,T-335.571.845-1,mc hariel / dj ronald,t-335.571.845-1,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MAGICA,HUGO E GUILHERME,magica,,MÁGICA,T-307.416.503-6,hugo e guilherme,t-307.416.503-6,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MORENA,LUAN SANTANA,morena,,MORENA,,luan santana,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MORENA,LUAN SANTANA,morena,,MORENA,T-312.550.698-7,luan santana,t-312.550.698-7,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
VINGANCA,LUAN SANTANA,vinganca,,VINGANÇA,T-040.226.902-6,luan santana,t-040.226.902-6,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
SINAIS,LUAN SANTANA,sinais,,SINAIS,T-039.662.232-4,luan santana,t-039.662.232-4,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
DEJA VU,LUAN SANTANA,deja vu,,DÉJÀ VU,T-308.187.765-4,luan santana,t-308.187.765-4,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
FOGUEIRA,JORGE E MATEUS,fogueira,,FOGUEIRA,,jorge e mateus,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
LOGO EU,REYNAN E RAYSSA,logo eu,,LOGO EU,,reynan e rayssa,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MISTERIO,JORGE E MATEUS,misterio,,MISTERIO,T-040.150.639-5,jorge e mateus,t-040.150.639-5,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
NOCAUTE,JORGE E MATEUS,nocaute,,NOCAUTE,T-317.794.059-5,jorge e mateus,t-317.794.059-5,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
AURORA BOREAL,RAEL,aurora boreal,,AURORA BOREAL,T-931.652.334-9,rael,t-931.652.334-9,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
ELEANOR RIGBY,A MELHOR BANDA DA NOITE,eleanor rigby,,ELEANOR RIGBY,T-316.183.091-3,a melhor banda da noite,t-316.183.091-3,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
CHOCOLATE,TIM MAIA,chocolate,,CHOCOLATE,T-322.528.891-1,tim maia,t-322.528.891-1,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
PROPOSTA,ANDREA LAIS / FELIPE BARROS / MESASONORA / NIVEA ARAUJO / PEDRO FONSECA,proposta,,PROPOSTA,T-313.413.810-2,andrea lais / felipe barros / mesasonora / nivea araujo / pedro fonseca,t-313.413.810-2,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
CHOCOLATE,TIM MAIA,chocolate,,CHOCOLATE,T-322.528.891-1,tim maia,t-322.528.891-1,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
TEU SEGREDO,JEITO MOLEQUE                      ,teu segredo,,TEU SEGREDO,T-303.014.148-7,jeito moleque,t-303.014.148-7,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
REVOADA,TUKUM,revoada,,REVOADA,T-306.358.236-1,tukum,t-306.358.236-1,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
PESCADOR,MESTRE AMBROSIO,pescador,,PESCADOR,T-040.147.696-7,mestre ambrosio,t-040.147.696-7,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
FASHION,LADY GAGA,fashion,,FASHION,T-305.215.259-3,lady gaga,t-305.215.259-3,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
ESPELHO,RONALD DJ / MC DAVI,espelho,,ESPELHO,T-931.652.333-8,ronald dj / mc davi,t-931.652.333-8,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
ESPELHO,RONALD DJ / MC DAVI,espelho,,ESPELHO,T-335.571.845-1,ronald dj / mc davi,t-335.571.845-1,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
BIPOLAR,RONALD DJ / MC DAVI,bipolar,,BIPOLAR,T-328.613.240-5,ronald dj / mc davi,t-328.613.240-5,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
VERMELHO ,CALOUROS,vermelho,,VERMELHO,T-313.315.106-7,calouros,t-313.315.106-7,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
LUA CHEIA,WANESSA CAMARGO,lua cheia,,LUA CHEIA,T-316.329.265-3,wanessa camargo,t-316.329.265-3,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
AMANHECER,SAM ALVES,amanhecer,,AMANHECER,T-040.285.612-5,sam alves,t-040.285.612-5,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MACETANDO,IVETE SANGALO / LUDMILLA,macetando,,MACETANDO,T-318.000.000-0,ivete sangalo / ludmilla,t-318.000.000-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MACETANDO,IVETE SANGALO / LUDMILLA,macetando,,MACETANDO,T-318.000.000-0,ivete sangalo / ludmilla,t-318.000.000-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MACETANDO,IVETE SANGALO / LUDMILLA,macetando,,MACETANDO,T-318.000.000-0,ivete sangalo / ludmilla,t-318.000.000-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
FLASHBACK,LEO SANTANA / MARVVILA,flashback,,FLASHBACK,T-318.297.793-7,leo santana / marvvila,t-318.297.793-7,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
ROSA,OLODUM / PERICLES,rosa,,ROSA,T-039.167.643-9,olodum / pericles,t-039.167.643-9,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
VIVRE LA VIE,KELLY JOYCE,vivre la vie,,VIVRE LA VIE,,kelly joyce,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MACETANDO,IVETE SANGALO / LUDMILLA,macetando,,MACETANDO,T-318.000.000-0,ivete sangalo / ludmilla,t-318.000.000-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
VAI NO CHAO,LEO SANTANA,vai no chao,,VAI NO CHÃO,T-040.453.902-1,leo santana,t-040.453.902-1,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
VAI NO CHAO,LEO SANTANA,vai no chao,,VAI NO CHÃO,T-303.762.939-9,leo santana,t-303.762.939-9,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
VAI NO CHAO,LEO SANTANA,vai no chao,,VAI NO CHÃO,,leo santana,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MACETANDO,IVETE SANGALO,macetando,,MACETANDO,T-318.000.000-0,ivete sangalo,t-318.000.000-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
ANJOS,MARCELO FALCAO,anjos,,ANJOS,T-307.003.484-9,marcelo falcao,t-307.003.484-9,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MACETANDO,LEO SANTANA,macetando,,MACETANDO,T-318.000.000-0,leo santana,t-318.000.000-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
AI AI AI,VANESSA DA MATA,ai ai ai,,AI AI AI,T-305.267.265-4,vanessa da mata,t-305.267.265-4,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MACETANDO,IVETE SANGALO,macetando,,MACETANDO,T-318.000.000-0,ivete sangalo,t-318.000.000-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MACETANDO,IVETE SANGALO / GILMELANDIA,macetando,,MACETANDO,T-318.000.000-0,ivete sangalo / gilmelandia,t-318.000.000-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
PODEROSA,THIAGUINHO,poderosa,,PODEROSA,T-304.309.033-7,thiaguinho,t-304.309.033-7,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MACETANDO,XANDDY HARMONIA,macetando,,MACETANDO,T-318.000.000-0,xanddy harmonia,t-318.000.000-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
ZIRIGUIDUM,FILHOS DE JORGE,ziriguidum,,ZIRIGUIDUM,T-039.612.760-8,filhos de jorge,t-039.612.760-8,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MACETANDO,IVETE SANGALO,macetando,,MACETANDO,T-318.000.000-0,ivete sangalo,t-318.000.000-0,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
MASCARA,PITTY,mascara,,MÁSCARA,,pitty,nan,band UNIFICADO out dez 2023 jan fev 2024,band UNIFICADO out dez 2023 jan fev 2024.xlsx
